left_len,right_len,total_empty,n,first,current_gap_m,current_gap_left,current_gap_right,current_pos,response_gap_m,response_gap_left,response_gap_right,response_pos,best_response_gap_m,best_response_gap_left,best_response_gap_right,best_response_pos,best_response_edge_distance,winning_response_count
2,3,5,6,2,3,0,2,1,2,0,1,1,2,0,1,1,0,1
2,5,7,8,2,5,0,2,1,3,1,2,0,3,1,2,0,0,2
2,5,7,8,2,5,0,2,2,2,1,2,0,2,1,2,0,0,1
2,5,7,8,2,5,0,2,3,3,0,2,1,3,0,2,1,1,1
2,6,8,9,2,6,0,2,1,4,1,2,1,4,1,2,1,1,2
2,6,8,9,2,6,0,2,2,3,1,2,1,3,1,2,1,1,1
2,6,8,9,2,6,0,2,3,3,0,2,1,3,0,2,1,1,1
2,6,8,9,2,6,0,2,4,4,0,2,1,4,0,2,1,1,2
2,7,9,10,2,7,0,2,1,5,1,2,1,5,1,2,1,1,3
2,7,9,10,2,7,0,2,2,4,1,2,1,4,1,2,1,1,2
2,7,9,10,2,7,0,2,3,3,1,2,0,3,1,2,0,0,2
2,7,9,10,2,7,0,2,4,4,0,2,1,4,0,2,1,1,2
2,7,9,10,2,7,0,2,5,5,0,2,2,5,0,2,3,1,2
2,8,10,11,2,8,0,2,1,6,1,2,2,6,1,2,4,1,3
2,8,10,11,2,8,0,2,2,5,1,2,2,5,1,2,2,2,1
2,8,10,11,2,8,0,2,3,4,1,2,0,4,1,2,0,0,3
2,8,10,11,2,8,0,2,4,4,0,2,1,4,0,2,1,1,2
2,8,10,11,2,8,0,2,5,5,0,2,1,5,0,2,1,1,3
2,8,10,11,2,8,0,2,6,6,0,2,2,6,0,2,2,2,2
2,9,11,12,2,9,0,2,1,7,1,2,0,7,1,2,0,0,6
2,9,11,12,2,9,0,2,2,6,1,2,2,6,1,2,4,1,3
2,9,11,12,2,9,0,2,3,5,1,2,1,5,1,2,1,1,3
2,9,11,12,2,9,0,2,4,4,1,2,0,4,1,2,0,0,3
2,9,11,12,2,9,0,2,5,5,0,2,1,5,0,2,1,1,3
2,9,11,12,2,9,0,2,6,6,0,2,2,6,0,2,4,1,3
2,9,11,12,2,9,0,2,7,7,0,2,3,7,0,2,5,1,3
2,10,12,13,2,10,0,2,1,8,1,2,1,8,1,2,1,1,6
2,10,12,13,2,10,0,2,2,7,1,2,3,7,1,2,3,3,1
2,10,12,13,2,10,0,2,3,3,0,2,1,3,0,2,1,1,5
2,10,12,13,2,10,0,2,4,4,0,2,2,5,1,2,0,0,5
2,10,12,13,2,10,0,2,5,5,0,2,1,5,0,2,1,1,3
2,10,12,13,2,10,0,2,6,3,1,2,1,3,1,2,1,1,5
2,10,12,13,2,10,0,2,7,7,0,2,2,7,0,2,2,2,2
2,10,12,13,2,10,0,2,8,8,0,2,1,8,0,2,1,1,5
2,11,13,14,2,11,0,2,1,9,1,2,0,9,1,2,0,0,8
2,11,13,14,2,11,0,2,2,8,1,2,1,8,1,2,1,1,6
2,11,13,14,2,11,0,2,3,7,1,2,2,7,1,2,5,1,4
2,11,13,14,2,11,0,2,4,4,0,2,2,4,0,2,2,1,5
2,11,13,14,2,11,0,2,5,5,1,2,1,5,1,2,1,1,3
2,11,13,14,2,11,0,2,6,4,1,2,2,4,1,2,2,1,4
2,11,13,14,2,11,0,2,7,3,1,2,1,3,1,2,1,1,5
2,11,13,14,2,11,0,2,8,8,0,2,4,8,0,2,6,1,3
2,11,13,14,2,11,0,2,9,9,0,2,2,9,0,2,7,1,5
2,12,14,15,2,12,0,2,1,10,1,2,1,10,1,2,1,1,7
2,12,14,15,2,12,0,2,2,9,1,2,2,9,1,2,2,2,3
2,12,14,15,2,12,0,2,3,3,0,2,1,3,0,2,1,1,5
2,12,14,15,2,12,0,2,4,4,0,2,1,4,0,2,1,1,6
2,12,14,15,2,12,0,2,5,5,0,2,2,6,1,2,1,1,4
2,12,14,15,2,12,0,2,6,5,1,2,2,6,0,2,1,1,5
2,12,14,15,2,12,0,2,7,4,1,2,1,4,1,2,1,1,6
2,12,14,15,2,12,0,2,8,3,1,2,1,3,1,2,1,1,3
2,12,14,15,2,12,0,2,9,9,0,2,1,9,0,2,1,1,7
2,12,14,15,2,12,0,2,10,10,0,2,1,10,0,2,1,1,6
2,13,15,16,2,13,0,2,1,11,1,2,0,11,1,2,0,0,10
2,13,15,16,2,13,0,2,2,10,1,2,1,10,1,2,1,1,7
2,13,15,16,2,13,0,2,3,9,1,2,1,9,1,2,1,1,7
2,13,15,16,2,13,0,2,4,4,0,2,2,4,0,2,2,1,5
2,13,15,16,2,13,0,2,5,5,0,2,2,5,0,2,3,1,6
2,13,15,16,2,13,0,2,6,6,0,2,3,6,1,2,1,1,5
2,13,15,16,2,13,0,2,7,5,1,2,2,7,0,2,1,1,6
2,13,15,16,2,13,0,2,8,4,1,2,1,4,1,2,1,1,6
2,13,15,16,2,13,0,2,9,3,1,2,1,3,1,2,1,1,5
2,13,15,16,2,13,0,2,10,10,0,2,2,10,0,2,8,1,7
2,13,15,16,2,13,0,2,11,11,0,2,2,11,0,2,9,1,7
2,14,16,17,2,14,0,2,1,12,1,2,1,12,1,2,1,1,10
2,14,16,17,2,14,0,2,2,11,1,2,2,11,1,2,2,2,4
2,14,16,17,2,14,0,2,3,3,0,2,1,3,0,2,1,1,9
2,14,16,17,2,14,0,2,4,4,0,2,1,4,0,2,1,1,8
2,14,16,17,2,14,0,2,5,5,0,2,1,5,0,2,1,1,5
2,14,16,17,2,14,0,2,6,6,0,2,2,7,1,2,0,0,8
2,14,16,17,2,14,0,2,7,6,1,2,2,7,0,2,1,1,6
2,14,16,17,2,14,0,2,8,5,1,2,1,5,1,2,1,1,9
2,14,16,17,2,14,0,2,9,4,1,2,2,4,1,2,2,1,5
2,14,16,17,2,14,0,2,10,3,1,2,1,3,1,2,1,1,9
2,14,16,17,2,14,0,2,11,11,0,2,1,11,0,2,1,1,9
2,14,16,17,2,14,0,2,12,12,0,2,1,12,0,2,1,1,8
2,15,17,18,2,15,0,2,1,13,1,2,0,13,1,2,0,0,12
2,15,17,18,2,15,0,2,2,12,1,2,1,12,1,2,1,1,10
2,15,17,18,2,15,0,2,3,11,1,2,1,11,1,2,1,1,9
2,15,17,18,2,15,0,2,4,4,0,2,2,4,0,2,2,1,9
2,15,17,18,2,15,0,2,5,5,0,2,2,5,0,2,3,1,6
2,15,17,18,2,15,0,2,6,6,0,2,2,6,0,2,4,1,9
2,15,17,18,2,15,0,2,7,7,0,2,3,7,0,2,5,1,7
2,15,17,18,2,15,0,2,8,6,1,2,2,8,0,2,1,1,7
2,15,17,18,2,15,0,2,9,5,1,2,1,5,1,2,1,1,9
2,15,17,18,2,15,0,2,10,4,1,2,2,4,1,2,2,1,7
2,15,17,18,2,15,0,2,11,3,1,2,1,3,1,2,1,1,9
2,15,17,18,2,15,0,2,12,12,0,2,2,12,0,2,10,1,9
2,15,17,18,2,15,0,2,13,13,0,2,2,13,0,2,11,1,10
2,16,18,19,2,16,0,2,1,14,1,2,1,14,1,2,1,1,12
2,16,18,19,2,16,0,2,2,13,1,2,2,13,1,2,2,2,3
2,16,18,19,2,16,0,2,3,3,0,2,1,3,0,2,1,1,11
2,16,18,19,2,16,0,2,4,4,0,2,1,4,0,2,1,1,11
2,16,18,19,2,16,0,2,5,5,0,2,1,5,0,2,1,1,6
2,16,18,19,2,16,0,2,6,6,0,2,1,6,0,2,1,1,11
2,16,18,19,2,16,0,2,7,7,0,2,2,7,0,2,5,1,9
2,16,18,19,2,16,0,2,8,7,1,2,2,8,0,2,1,1,9
2,16,18,19,2,16,0,2,9,6,1,2,1,6,1,2,1,1,11
2,16,18,19,2,16,0,2,10,5,1,2,2,5,1,2,2,2,4
2,16,18,19,2,16,0,2,11,4,1,2,2,4,1,2,2,1,8
2,16,18,19,2,16,0,2,12,3,1,2,1,3,1,2,1,1,11
2,16,18,19,2,16,0,2,13,13,0,2,1,13,0,2,1,1,8
2,16,18,19,2,16,0,2,14,14,0,2,1,14,0,2,1,1,11
2,17,19,20,2,17,0,2,1,15,1,2,0,15,1,2,0,0,14
2,17,19,20,2,17,0,2,2,14,1,2,1,14,1,2,1,1,12
2,17,19,20,2,17,0,2,3,13,1,2,1,13,1,2,1,1,11
2,17,19,20,2,17,0,2,4,4,0,2,2,4,0,2,2,1,11
2,17,19,20,2,17,0,2,5,5,0,2,2,5,0,2,3,1,11
2,17,19,20,2,17,0,2,6,6,0,2,2,6,0,2,4,1,10
2,17,19,20,2,17,0,2,7,7,0,2,2,7,0,2,5,1,11
2,17,19,20,2,17,0,2,8,8,0,2,4,8,0,2,6,1,9
2,17,19,20,2,17,0,2,9,7,1,2,2,7,1,2,5,1,10
2,17,19,20,2,17,0,2,10,6,1,2,1,6,1,2,1,1,11
2,17,19,20,2,17,0,2,11,5,1,2,1,5,1,2,1,1,9
2,17,19,20,2,17,0,2,12,4,1,2,1,4,1,2,1,1,10
2,17,19,20,2,17,0,2,13,3,1,2,1,3,1,2,1,1,11
2,17,19,20,2,17,0,2,14,14,0,2,2,14,0,2,12,1,11
2,17,19,20,2,17,0,2,15,15,0,2,2,15,0,2,13,1,12
2,18,20,21,2,18,0,2,1,16,1,2,1,16,1,2,1,1,14
2,18,20,21,2,18,0,2,2,15,1,2,2,15,1,2,2,2,5
2,18,20,21,2,18,0,2,3,3,0,2,1,3,0,2,1,1,13
2,18,20,21,2,18,0,2,4,4,0,2,1,4,0,2,1,1,12
2,18,20,21,2,18,0,2,5,5,0,2,1,5,0,2,1,1,9
2,18,20,21,2,18,0,2,6,6,0,2,1,6,0,2,1,1,11
2,18,20,21,2,18,0,2,7,7,0,2,1,7,0,2,1,1,11
2,18,20,21,2,18,0,2,8,8,0,2,2,9,1,2,1,1,8
2,18,20,21,2,18,0,2,9,8,1,2,2,9,0,2,1,1,9
2,18,20,21,2,18,0,2,10,7,1,2,1,7,1,2,1,1,11
2,18,20,21,2,18,0,2,11,6,1,2,1,6,1,2,1,1,6
2,18,20,21,2,18,0,2,12,5,1,2,2,12,0,2,1,1,11
2,18,20,21,2,18,0,2,13,4,1,2,1,4,1,2,1,1,10
2,18,20,21,2,18,0,2,14,3,1,2,1,3,1,2,1,1,9
2,18,20,21,2,18,0,2,15,15,0,2,1,15,0,2,1,1,13
2,18,20,21,2,18,0,2,16,16,0,2,1,16,0,2,1,1,12
2,19,21,22,2,19,0,2,1,17,1,2,0,17,1,2,0,0,16
2,19,21,22,2,19,0,2,2,16,1,2,1,16,1,2,1,1,14
2,19,21,22,2,19,0,2,3,15,1,2,1,15,1,2,1,1,13
2,19,21,22,2,19,0,2,4,4,0,2,2,4,0,2,2,1,13
2,19,21,22,2,19,0,2,5,5,0,2,2,5,0,2,3,1,10
2,19,21,22,2,19,0,2,6,6,0,2,2,6,0,2,4,1,13
2,19,21,22,2,19,0,2,7,7,0,2,2,7,0,2,5,1,11
2,19,21,22,2,19,0,2,8,8,0,2,2,8,0,2,6,1,11
2,19,21,22,2,19,0,2,9,9,0,2,3,9,0,2,7,1,10
2,19,21,22,2,19,0,2,10,8,1,2,2,8,1,2,6,1,12
2,19,21,22,2,19,0,2,11,7,1,2,1,7,1,2,1,1,12
2,19,21,22,2,19,0,2,12,6,1,2,1,6,1,2,1,1,10
2,19,21,22,2,19,0,2,13,5,1,2,2,13,0,2,11,1,11
2,19,21,22,2,19,0,2,14,4,1,2,1,4,1,2,1,1,12
2,19,21,22,2,19,0,2,15,15,0,2,2,15,0,2,13,1,12
2,19,21,22,2,19,0,2,16,16,0,2,2,16,0,2,14,1,13
2,19,21,22,2,19,0,2,17,17,0,2,2,17,0,2,15,1,14
2,20,22,23,2,20,0,2,1,18,1,2,1,18,1,2,1,1,16
2,20,22,23,2,20,0,2,2,17,1,2,2,17,1,2,2,2,7
2,20,22,23,2,20,0,2,3,3,0,2,1,3,0,2,1,1,15
2,20,22,23,2,20,0,2,4,4,0,2,1,4,0,2,1,1,15
2,20,22,23,2,20,0,2,5,5,0,2,1,5,0,2,1,1,9
2,20,22,23,2,20,0,2,6,6,0,2,1,6,0,2,1,1,15
2,20,22,23,2,20,0,2,7,7,0,2,1,7,0,2,1,1,14
2,20,22,23,2,20,0,2,8,8,0,2,1,8,0,2,1,1,13
2,20,22,23,2,20,0,2,9,9,0,2,2,9,0,2,7,1,14
2,20,22,23,2,20,0,2,10,9,1,2,2,10,0,2,1,1,12
2,20,22,23,2,20,0,2,11,8,1,2,1,8,1,2,1,1,15
2,20,22,23,2,20,0,2,12,7,1,2,2,7,1,2,5,1,10
2,20,22,23,2,20,0,2,13,6,1,2,1,6,1,2,1,1,14
2,20,22,23,2,20,0,2,14,5,1,2,1,5,1,2,1,1,15
2,20,22,23,2,20,0,2,15,4,1,2,2,4,1,2,2,1,14
2,20,22,23,2,20,0,2,16,3,1,2,1,3,1,2,1,1,15
2,20,22,23,2,20,0,2,17,17,0,2,1,17,0,2,1,1,15
2,20,22,23,2,20,0,2,18,18,0,2,1,18,0,2,1,1,15
2,21,23,24,2,21,0,2,1,19,1,2,0,19,1,2,0,0,18
2,21,23,24,2,21,0,2,2,18,1,2,1,18,1,2,1,1,16
2,21,23,24,2,21,0,2,3,17,1,2,1,17,1,2,1,1,15
2,21,23,24,2,21,0,2,4,4,0,2,2,4,0,2,2,1,15
2,21,23,24,2,21,0,2,5,5,0,2,2,5,0,2,3,1,15
2,21,23,24,2,21,0,2,6,6,0,2,2,6,0,2,4,1,15
2,21,23,24,2,21,0,2,7,7,0,2,2,7,0,2,5,1,15
2,21,23,24,2,21,0,2,8,8,0,2,2,8,0,2,6,1,13
2,21,23,24,2,21,0,2,9,9,0,2,2,9,0,2,7,1,15
2,21,23,24,2,21,0,2,10,10,0,2,3,10,0,2,8,1,13
2,21,23,24,2,21,0,2,11,9,1,2,2,9,1,2,7,1,14
2,21,23,24,2,21,0,2,12,8,1,2,1,8,1,2,1,1,15
2,21,23,24,2,21,0,2,13,7,1,2,2,7,1,2,5,1,13
2,21,23,24,2,21,0,2,14,6,1,2,1,6,1,2,1,1,15
2,21,23,24,2,21,0,2,15,5,1,2,1,5,1,2,1,1,15
2,21,23,24,2,21,0,2,16,4,1,2,1,4,1,2,1,1,15
2,21,23,24,2,21,0,2,17,3,1,2,1,3,1,2,1,1,15
2,21,23,24,2,21,0,2,18,18,0,2,2,18,0,2,16,1,15
2,21,23,24,2,21,0,2,19,19,0,2,2,19,0,2,17,1,16
2,22,24,25,2,22,0,2,1,20,1,2,1,20,1,2,1,1,18
2,22,24,25,2,22,0,2,2,19,1,2,2,19,1,2,2,2,9
2,22,24,25,2,22,0,2,3,3,0,2,1,3,0,2,1,1,17
2,22,24,25,2,22,0,2,4,4,0,2,1,4,0,2,1,1,17
2,22,24,25,2,22,0,2,5,5,0,2,1,5,0,2,1,1,11
2,22,24,25,2,22,0,2,6,6,0,2,1,6,0,2,1,1,17
2,22,24,25,2,22,0,2,7,7,0,2,1,7,0,2,1,1,17
2,22,24,25,2,22,0,2,8,8,0,2,1,8,0,2,1,1,13
2,22,24,25,2,22,0,2,9,9,0,2,1,9,0,2,1,1,17
2,22,24,25,2,22,0,2,10,10,0,2,2,10,0,2,8,1,15
2,22,24,25,2,22,0,2,11,10,1,2,2,11,0,2,1,1,15
2,22,24,25,2,22,0,2,12,9,1,2,1,9,1,2,1,1,17
2,22,24,25,2,22,0,2,13,8,1,2,2,8,1,2,6,1,12
2,22,24,25,2,22,0,2,14,7,1,2,2,7,1,2,5,1,16
2,22,24,25,2,22,0,2,15,6,1,2,1,6,1,2,1,1,17
2,22,24,25,2,22,0,2,16,5,1,2,2,16,0,2,1,1,15
2,22,24,25,2,22,0,2,17,4,1,2,2,4,1,2,2,1,16
2,22,24,25,2,22,0,2,18,3,1,2,1,3,1,2,1,1,17
2,22,24,25,2,22,0,2,19,19,0,2,1,19,0,2,1,1,17
2,22,24,25,2,22,0,2,20,20,0,2,1,20,0,2,1,1,17
2,23,25,26,2,23,0,2,1,21,1,2,0,21,1,2,0,0,20
2,23,25,26,2,23,0,2,2,20,1,2,1,20,1,2,1,1,18
2,23,25,26,2,23,0,2,3,19,1,2,1,19,1,2,1,1,17
2,23,25,26,2,23,0,2,4,4,0,2,2,4,0,2,2,1,17
2,23,25,26,2,23,0,2,5,5,0,2,2,5,0,2,3,1,16
2,23,25,26,2,23,0,2,6,6,0,2,2,6,0,2,4,1,17
2,23,25,26,2,23,0,2,7,7,0,2,2,7,0,2,5,1,15
2,23,25,26,2,23,0,2,8,8,0,2,2,8,0,2,6,1,17
2,23,25,26,2,23,0,2,9,9,0,2,2,9,0,2,7,1,16
2,23,25,26,2,23,0,2,10,10,0,2,2,10,0,2,8,1,17
2,23,25,26,2,23,0,2,11,11,0,2,3,11,0,2,9,1,16
2,23,25,26,2,23,0,2,12,10,1,2,2,10,1,2,8,1,17
2,23,25,26,2,23,0,2,13,9,1,2,1,9,1,2,1,1,17
2,23,25,26,2,23,0,2,14,8,1,2,1,8,1,2,1,1,16
2,23,25,26,2,23,0,2,15,7,1,2,1,7,1,2,1,1,16
2,23,25,26,2,23,0,2,16,6,1,2,1,6,1,2,1,1,17
2,23,25,26,2,23,0,2,17,5,1,2,2,17,0,2,15,1,15
2,23,25,26,2,23,0,2,18,4,1,2,1,4,1,2,1,1,17
2,23,25,26,2,23,0,2,19,3,1,2,1,3,1,2,1,1,17
2,23,25,26,2,23,0,2,20,20,0,2,2,20,0,2,18,1,17
2,23,25,26,2,23,0,2,21,21,0,2,2,21,0,2,19,1,18
2,24,26,27,2,24,0,2,1,22,1,2,1,22,1,2,1,1,20
2,24,26,27,2,24,0,2,2,21,1,2,2,21,1,2,2,2,9
2,24,26,27,2,24,0,2,3,3,0,2,1,3,0,2,1,1,19
2,24,26,27,2,24,0,2,4,4,0,2,1,4,0,2,1,1,19
2,24,26,27,2,24,0,2,5,5,0,2,1,5,0,2,1,1,11
2,24,26,27,2,24,0,2,6,6,0,2,1,6,0,2,1,1,19
2,24,26,27,2,24,0,2,7,7,0,2,1,7,0,2,1,1,18
2,24,26,27,2,24,0,2,8,8,0,2,1,8,0,2,1,1,16
2,24,26,27,2,24,0,2,9,9,0,2,1,9,0,2,1,1,17
2,24,26,27,2,24,0,2,10,10,0,2,1,10,0,2,1,1,18
2,24,26,27,2,24,0,2,11,11,0,2,2,11,0,2,9,1,17
2,24,26,27,2,24,0,2,12,11,1,2,2,12,0,2,1,1,14
2,24,26,27,2,24,0,2,13,10,1,2,1,10,1,2,1,1,19
2,24,26,27,2,24,0,2,14,9,1,2,1,9,1,2,1,1,15
2,24,26,27,2,24,0,2,15,8,1,2,2,15,0,2,1,1,15
2,24,26,27,2,24,0,2,16,7,1,2,2,7,1,2,5,1,18
2,24,26,27,2,24,0,2,17,6,1,2,2,6,1,2,4,1,17
2,24,26,27,2,24,0,2,18,5,1,2,2,18,0,2,1,1,17
2,24,26,27,2,24,0,2,19,4,1,2,2,4,1,2,2,1,18
2,24,26,27,2,24,0,2,20,3,1,2,1,3,1,2,1,1,19
2,24,26,27,2,24,0,2,21,21,0,2,1,21,0,2,1,1,19
2,24,26,27,2,24,0,2,22,22,0,2,1,22,0,2,1,1,19
2,25,27,28,2,25,0,2,1,23,1,2,0,23,1,2,0,0,22
2,25,27,28,2,25,0,2,2,22,1,2,1,22,1,2,1,1,20
2,25,27,28,2,25,0,2,3,21,1,2,1,21,1,2,1,1,19
2,25,27,28,2,25,0,2,4,4,0,2,2,4,0,2,2,1,19
2,25,27,28,2,25,0,2,5,5,0,2,2,5,0,2,3,1,17
2,25,27,28,2,25,0,2,6,6,0,2,2,6,0,2,4,1,19
2,25,27,28,2,25,0,2,7,7,0,2,2,7,0,2,5,1,18
2,25,27,28,2,25,0,2,8,8,0,2,2,8,0,2,6,1,18
2,25,27,28,2,25,0,2,9,9,0,2,2,9,0,2,7,1,18
2,25,27,28,2,25,0,2,10,10,0,2,2,10,0,2,8,1,17
2,25,27,28,2,25,0,2,11,11,0,2,2,11,0,2,9,1,18
2,25,27,28,2,25,0,2,12,12,0,2,3,12,0,2,10,1,17
2,25,27,28,2,25,0,2,13,11,1,2,2,11,1,2,9,1,18
2,25,27,28,2,25,0,2,14,10,1,2,1,10,1,2,1,1,19
2,25,27,28,2,25,0,2,15,9,1,2,2,9,1,2,7,1,16
2,25,27,28,2,25,0,2,16,8,1,2,2,8,1,2,6,1,17
2,25,27,28,2,25,0,2,17,7,1,2,1,7,1,2,1,1,19
2,25,27,28,2,25,0,2,18,6,1,2,2,6,1,2,4,1,17
2,25,27,28,2,25,0,2,19,5,1,2,2,19,0,2,17,1,17
2,25,27,28,2,25,0,2,20,4,1,2,2,4,1,2,2,1,18
2,25,27,28,2,25,0,2,21,3,1,2,1,3,1,2,1,1,19
2,25,27,28,2,25,0,2,22,22,0,2,2,22,0,2,20,1,19
2,25,27,28,2,25,0,2,23,23,0,2,2,23,0,2,21,1,20
2,26,28,29,2,26,0,2,1,24,1,2,1,24,1,2,1,1,22
2,26,28,29,2,26,0,2,2,23,1,2,2,23,1,2,2,2,12
2,26,28,29,2,26,0,2,3,3,0,2,1,3,0,2,1,1,21
2,26,28,29,2,26,0,2,4,4,0,2,1,4,0,2,1,1,21
2,26,28,29,2,26,0,2,5,5,0,2,1,5,0,2,1,1,15
2,26,28,29,2,26,0,2,6,6,0,2,1,6,0,2,1,1,21
2,26,28,29,2,26,0,2,7,7,0,2,1,7,0,2,1,1,21
2,26,28,29,2,26,0,2,8,8,0,2,1,8,0,2,1,1,18
2,26,28,29,2,26,0,2,9,9,0,2,1,9,0,2,1,1,21
2,26,28,29,2,26,0,2,10,10,0,2,1,10,0,2,1,1,20
2,26,28,29,2,26,0,2,11,11,0,2,1,11,0,2,1,1,19
2,26,28,29,2,26,0,2,12,12,0,2,2,12,0,2,10,1,20
2,26,28,29,2,26,0,2,13,12,1,2,2,13,0,2,1,1,18
2,26,28,29,2,26,0,2,14,11,1,2,1,11,1,2,1,1,21
2,26,28,29,2,26,0,2,15,10,1,2,2,10,1,2,8,1,16
2,26,28,29,2,26,0,2,16,9,1,2,1,9,1,2,1,1,20
2,26,28,29,2,26,0,2,17,8,1,2,1,8,1,2,1,1,21
2,26,28,29,2,26,0,2,18,7,1,2,2,7,1,2,5,1,20
2,26,28,29,2,26,0,2,19,6,1,2,1,6,1,2,1,1,20
2,26,28,29,2,26,0,2,20,5,1,2,2,20,0,2,1,1,19
2,26,28,29,2,26,0,2,21,4,1,2,2,4,1,2,2,1,20
2,26,28,29,2,26,0,2,22,3,1,2,1,3,1,2,1,1,21
2,26,28,29,2,26,0,2,23,23,0,2,1,23,0,2,1,1,21
2,26,28,29,2,26,0,2,24,24,0,2,1,24,0,2,1,1,21
2,27,29,30,2,27,0,2,1,25,1,2,0,25,1,2,0,0,24
2,27,29,30,2,27,0,2,2,24,1,2,1,24,1,2,1,1,22
2,27,29,30,2,27,0,2,3,23,1,2,1,23,1,2,1,1,21
2,27,29,30,2,27,0,2,4,4,0,2,2,4,0,2,2,1,21
2,27,29,30,2,27,0,2,5,5,0,2,2,5,0,2,3,1,21
2,27,29,30,2,27,0,2,6,6,0,2,2,6,0,2,4,1,21
2,27,29,30,2,27,0,2,7,7,0,2,2,7,0,2,5,1,21
2,27,29,30,2,27,0,2,8,8,0,2,2,8,0,2,6,1,21
2,27,29,30,2,27,0,2,9,9,0,2,2,9,0,2,7,1,21
2,27,29,30,2,27,0,2,10,10,0,2,2,10,0,2,8,1,21
2,27,29,30,2,27,0,2,11,11,0,2,2,11,0,2,9,1,20
2,27,29,30,2,27,0,2,12,12,0,2,2,12,0,2,10,1,21
2,27,29,30,2,27,0,2,13,13,0,2,3,13,0,2,11,1,20
2,27,29,30,2,27,0,2,14,12,1,2,2,12,1,2,10,1,21
2,27,29,30,2,27,0,2,15,11,1,2,1,11,1,2,1,1,21
2,27,29,30,2,27,0,2,16,10,1,2,1,10,1,2,1,1,20
2,27,29,30,2,27,0,2,17,9,1,2,1,9,1,2,1,1,21
2,27,29,30,2,27,0,2,18,8,1,2,1,8,1,2,1,1,21
2,27,29,30,2,27,0,2,19,7,1,2,1,7,1,2,1,1,21
2,27,29,30,2,27,0,2,20,6,1,2,1,6,1,2,1,1,21
2,27,29,30,2,27,0,2,21,5,1,2,1,5,1,2,1,1,21
2,27,29,30,2,27,0,2,22,4,1,2,1,4,1,2,1,1,21
2,27,29,30,2,27,0,2,23,3,1,2,1,3,1,2,1,1,21
2,27,29,30,2,27,0,2,24,24,0,2,2,24,0,2,22,1,21
2,27,29,30,2,27,0,2,25,25,0,2,2,25,0,2,23,1,22
2,28,30,31,2,28,0,2,1,26,1,2,1,26,1,2,1,1,24
2,28,30,31,2,28,0,2,2,25,1,2,2,25,1,2,2,2,17
2,28,30,31,2,28,0,2,3,3,0,2,1,3,0,2,1,1,23
2,28,30,31,2,28,0,2,4,4,0,2,1,4,0,2,1,1,23
2,28,30,31,2,28,0,2,5,5,0,2,1,5,0,2,1,1,19
2,28,30,31,2,28,0,2,6,6,0,2,1,6,0,2,1,1,23
2,28,30,31,2,28,0,2,7,7,0,2,1,7,0,2,1,1,23
2,28,30,31,2,28,0,2,8,8,0,2,1,8,0,2,1,1,20
2,28,30,31,2,28,0,2,9,9,0,2,1,9,0,2,1,1,23
2,28,30,31,2,28,0,2,10,10,0,2,1,10,0,2,1,1,21
2,28,30,31,2,28,0,2,11,11,0,2,1,11,0,2,1,1,21
2,28,30,31,2,28,0,2,12,12,0,2,1,12,0,2,1,1,21
2,28,30,31,2,28,0,2,13,13,0,2,2,13,0,2,11,1,21
2,28,30,31,2,28,0,2,14,13,1,2,2,14,0,2,1,1,21
2,28,30,31,2,28,0,2,15,12,1,2,1,12,1,2,1,1,23
2,28,30,31,2,28,0,2,16,11,1,2,2,11,1,2,9,1,18
2,28,30,31,2,28,0,2,17,10,1,2,2,10,1,2,8,1,21
2,28,30,31,2,28,0,2,18,9,1,2,1,9,1,2,1,1,22
2,28,30,31,2,28,0,2,19,8,1,2,2,8,1,2,6,1,21
2,28,30,31,2,28,0,2,20,7,1,2,2,7,1,2,5,1,22
2,28,30,31,2,28,0,2,21,6,1,2,1,6,1,2,1,1,22
2,28,30,31,2,28,0,2,22,5,1,2,2,22,0,2,1,1,21
2,28,30,31,2,28,0,2,23,4,1,2,2,4,1,2,2,1,22
2,28,30,31,2,28,0,2,24,3,1,2,1,3,1,2,1,1,23
2,28,30,31,2,28,0,2,25,25,0,2,1,25,0,2,1,1,23
2,28,30,31,2,28,0,2,26,26,0,2,1,26,0,2,1,1,23
2,29,31,32,2,29,0,2,1,27,1,2,0,27,1,2,0,0,26
2,29,31,32,2,29,0,2,2,26,1,2,1,26,1,2,1,1,24
2,29,31,32,2,29,0,2,3,25,1,2,1,25,1,2,1,1,23
2,29,31,32,2,29,0,2,4,4,0,2,2,4,0,2,2,1,23
2,29,31,32,2,29,0,2,5,5,0,2,2,5,0,2,3,1,22
2,29,31,32,2,29,0,2,6,6,0,2,2,6,0,2,4,1,23
2,29,31,32,2,29,0,2,7,7,0,2,2,7,0,2,5,1,21
2,29,31,32,2,29,0,2,8,8,0,2,2,8,0,2,6,1,23
2,29,31,32,2,29,0,2,9,9,0,2,2,9,0,2,7,1,22
2,29,31,32,2,29,0,2,10,10,0,2,2,10,0,2,8,1,21
2,29,31,32,2,29,0,2,11,11,0,2,2,11,0,2,9,1,23
2,29,31,32,2,29,0,2,12,12,0,2,2,12,0,2,10,1,22
2,29,31,32,2,29,0,2,13,13,0,2,2,13,0,2,11,1,23
2,29,31,32,2,29,0,2,14,14,0,2,3,14,0,2,12,1,22
2,29,31,32,2,29,0,2,15,13,1,2,2,13,1,2,11,1,22
2,29,31,32,2,29,0,2,16,12,1,2,1,12,1,2,1,1,23
